"","c(5, 1, 1)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(2, 5, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 2, 3)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 4, 2)Xc(1, 5, 2)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)","c(1, 2, 3)","c(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","support_detection_rate"
"57",1.62303799277161,-0.353815688361493,1.34695998469389,NA,NA,NA,NA,NA,0.96
"58",-0.918691803826305,1.62144154926517,0.230021723539021,NA,NA,NA,NA,NA,0.96
"59",0.515083512442948,1.15739060317186,0.196533874379052,NA,NA,NA,NA,NA,0.96
"60",0.371768556977915,-1.2185414548304,1.79991563573698,NA,NA,NA,NA,NA,0.96
"61",0.507372120963318,0.0760469339696662,-0.582271943239392,NA,NA,NA,NA,NA,0.96
"62",-0.168724489848475,2.76806498448931,1.22880347837192,NA,NA,NA,NA,NA,0.96
"63",0.0776247281540498,-0.325838580609279,0.438955485460931,NA,NA,NA,NA,NA,0.96
"64",1.14430837001393,-0.404528123107241,NA,NA,1.78169969475171,NA,NA,NA,0.96
"65",1.02117677336138,2.19334259337965,0.121358161531655,NA,NA,NA,NA,NA,0.96
"66",-0.0840577787405909,0.185201160940894,-1.20429234235109,NA,NA,NA,NA,NA,0.96
"67",1.18694371131444,-0.328553055318999,0.482464300685,NA,NA,NA,NA,NA,0.96
"68",1.84407939018663,-1.15811962497055,-0.724769237997201,NA,NA,NA,NA,NA,0.96
