"","c(5, 1, 1)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(2, 5, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 2, 3)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","support_detection_rate"
"176",-0.834411051683315,1.5253153935881,-0.341910901961883,NA,0.995
"177",-0.380357515641661,-2.87126829858672,-0.111701766438086,NA,0.995
"178",0.80261084083083,-0.982901573804259,NA,-0.307594196025216,0.995
"179",0.638322395844075,-0.589861374909538,-0.670551625598968,NA,0.995
"180",0.478549814462591,0.0722659887879214,1.36655396342457,NA,0.995
"181",-0.0771871730539634,0.812076668568435,1.68766893292468,NA,0.995
"182",0.57369976770329,-0.866379718569241,-2.47791889390738,NA,0.995
"183",0.909337982206597,-0.229358793641149,-0.976219314400764,NA,0.995
"184",0.000601281176617795,1.08213094672885,-0.289999483275581,NA,0.995
"185",-0.0359637437098888,1.03797610164115,0.0609377164920606,NA,0.995
"186",-1.0785205759479,0.121638099569617,0.766651252093971,NA,0.995
"187",-0.257427398888579,-0.654118550064887,1.08862252658871,NA,0.995
"188",-0.368129169400231,-1.20653579160652,-0.79147269777066,NA,0.995
"189",1.897415365588,-0.790290556173455,-0.551121747393695,NA,0.995
"190",-0.382785624092801,1.05443505090642,0.302406075022062,NA,0.995
"191",-0.319271680291931,-0.916958788896708,0.146629689678562,NA,0.995
"192",-1.26705342026005,-1.87422139551111,-0.274271387312719,NA,0.995
"193",-1.20384048694362,0.596410989794868,0.0613578275224398,NA,0.995
"194",-0.236742368423954,-0.4116218559874,0.815464746151025,NA,0.995
"195",0.556654483974378,-0.725847520843886,-0.090770153506965,NA,0.995
"196",-0.379886332349814,-1.09372727278193,0.194443924613869,NA,0.995
"197",0.547307065482295,-0.97998427422581,-0.905075432731636,NA,0.995
"198",0.095383142424596,1.16341947932669,0.590961813930896,NA,0.995
"199",-0.444683237432578,-0.130943100137015,0.0154649378670313,NA,0.995
"200",-0.271438989850135,2.04302543940324,0.274708215064206,NA,0.995
